"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"KITLG",0,0,0,0.105076,0,0,0,0,0.286823,0.3579232,0.5452435,0.0586658,0
"KLF1",5.02516,3.97793,0.43944,2.99457,1.52594,1.16572,4.74178,2.45111,6.66641,2.62043,2.98886,1.1555,2.83386
"KLF10",95.7462,138.520525,75.61168,89.346417,55.5236,91.72265,121.68744,115.27694,49.2559,45.23993,83.851992,75.817445,83.7181
"KLF13",18.83327,13.815521,21.757554,13.588941,9.672739,11.100536,12.132309,11.738041,16.959483,12.529172,8.85914,10.608806,10.456497
"KLF2",26.29736,13.38163,23.08748,13.72789,23.03897,28.3692,23.01005,17.00472,23.65066,14.52542632,9.65467,19.43393,21.27825
"KLF3",41.10573,33.837639,52.551855,48.56399,35.42661,39.87166,30.26472,36.49877,47.42949,43.765,38.4457,47.327137,48.63218
"KLF4",17.497235,41.71243002,64.013173,46.55824,33.087817,63.609877,18.081878,15.694965,14.035075,16.65591,13.292267,52.87022717,31.27988
"KLF6",821.01658,539.61732,584.96783,673.29952,498.64149,846.942782,973.27763,687.06883,457.56173,406.895251,506.497839,1016.90504,534.345015
"KLHL25",2.338909,1.892896,0.339819,2.805474,2.5189732,2.16661,0.744531,0.1719539,2.357392,1.120374,3.220717,0.863197,1.0542184
"KLHL6",17.45097,17.41386,16.59814,16.972551,19.179232,18.02649,13.769139,19.588459,17.010661,16.728939,19.273358,12.84117,15.46527
"KLK7",0.0593111,0.173564,0.17151,0.403624,0.118472,0,0.163558,0.238194,0.155282599,0.106421,0.148095,0.278086695,0.393804
"KLRB1",50.7905,21.4951,58.248,30.2742,37.112,63.9645,44.4419,60.4318,48.1532,68.4414,48.884,35.9681,41.0137
"KLRC1",66.50362,100.3052533,40.570064,37.393909,35.13582514,46.79291302,56.40379,55.49482,23.940038,33.89068,92.80561,52.6749623,51.94348
"KLRC2",25.86437,6.99476,64.40409853,20.86438,27.07656498,2.434694,21.581925,34.34846,45.28806,52.92912086,7.575455,12.34821,11.08054809
"KLRC3",13.96307,2.20192,14.29874,6.55439,9.00739,13.013,9.70493,8.55249,12.966031,13.180637,8.59761,7.35503,7.90697
"KLRC4",18.7915,6.03589,18.1423,33.8834,17.3767,5.38304,10.5336,37.0514,30.0316,26.5336,17.612,7.28476,11.674
"KLRC4-KLRK1",35.652261,25.117554,49.98748254,89.414363,38.396065,35.22089121,22.03254815,34.143497,32.496208,46.287209,28.1076808,24.99884961,28.840728
"KLRD1",253.237426,65.884103,217.62433,262.0639,122.72627,161.08888,149.374271,164.32872,134.201307,188.7961,156.156212,133.933958,96.85468
"KLRF2",0.538112,1.55558,0,1.20847,0,0,0.956429,0.535212,0,0,0,0,0
"KLRG1",155.40863,107.255365,133.87476,208.4334,95.813983,155.652382,145.41064,135.84302,144.74193,101.48446,139.261949,122.091815,67.155897
"KLRK1",512.52566,153.635274,443.96367,463.67085,414.67887,200.16821,379.28348,340.86616,388.31958,394.08693,315.82255,178.743436,200.131121
"KMT2A",17.5151911,13.3116259,19.98344,26.749363,25.1827803,13.593969,15.749767,21.33679,26.330225,33.03149827,16.686382,12.9585915,19.7509746
"KMT2E",318.776289,305.15235,372.57748,370.958872,317.54785,337.276946,263.97214,349.02331,319.84112,275.518856,298.621401,259.863721,377.56737
"KMT5B",11.325991,13.886824,28.00040707,17.17799606,19.63889,19.4674836,17.350437,16.967934,19.041567,20.357738,12.001016,15.644385,18.807076
"KMT5C",0.706005,0.585821,5.815699,6.108062,2.242076,2.241557,1.69693,2.480001,4.033693,3.437592,2.3628689,2.7061147,5.230789
"KRT1",1.444006,1.25478,0.115604,15.99617,0.350945,0,0.327901,9.07211,1.60075,0.292444,0.593836,7.03179,0.368334
"KYNU",88.92393,97.25101,64.706273,68.55189,88.806276,100.252394,70.261389,69.35461,58.321889,64.024206,56.67093,85.93848,89.662748
"L3MBTL1",5.564854,6.5876635,11.67680147,10.98738795,8.804329,3.136510858,9.492642,10.199264,13.80984553,10.936242,8.775322,2.9476185,12.356906
"L3MBTL3",13.704888,5.60506,8.356750977,4.838327003,5.758907,11.257576,16.9032638,13.74591204,9.290933,8.652923,10.5602155,7.723636,10.44403268
"LACC1",5.766864,6.14911,1.0625,6.38991,3.673250203,3.8489201,4.366705314,5.896188,7.13449,6.076130044,6.666226,6.16848,5.468350401
"LAG3",6.811943,2.269275,5.313613,4.358346,2.753884,1.654578,3.442889,6.313075,4.1388641,7.856764,3.965995,1.876102,1.07255
"LAIR1",88.193444,157.1467392,98.965619,95.48055618,91.63559451,102.692348,91.764244,122.443709,77.9209122,181.2394224,99.08044966,104.327964,82.18911217
"LAMP1",2.76411,5.47247,14.46816,11.691883,3.912569,3.16434,3.37487,7.9961,11.8227,9.68276,7.76346,4.09696,7.69904
"LAMP3",1.85151,2.33993,1.02874,1.41761,2.486311,1.729717,3.616398,0.531071,2.66224,1.41705,1.20094,0.804606,2.74986
"LAPTM5",1137.38681,1372.32211,1329.6492,1442.7255,1357.44819,1673.9754,1199.17842,1268.65862,1099.30259,1148.246932,1273.64577,1559.4122,1467.6338
"LAT",177.663741,169.2945406,166.9899062,236.9956,244.3996459,148.938177,146.5440557,172.703213,222.5610601,165.395665,205.81187,154.33782,179.5195459
"LAT2",197.80057,329.955397,338.890701,306.755941,212.916011,277.872305,245.502022,257.884291,181.3038713,255.169437,217.291852,250.808553,273.347633
"LAX1",15.65389,10.141972,10.80499,17.054469,18.57174,24.856875,19.64491,21.521147,28.93117,24.05824,19.27458,9.407849,15.57606
"LBR",109.64621,111.502891,92.45889,140.33926,136.670371,85.871471,105.335246,92.562003,88.84781,92.327796,114.11956,73.491486,139.60151
"LCK",383.73893,306.754053,403.43379,512.5669,453.215333,272.083191,329.26368,291.71502,369.922553,297.952269,384.883118,260.4391407,378.078725
"LCN2",11.851,8.6413,16.363692,9.641051,1.02343,6.5858,99.287837,28.080164,7.131957,3.00433,6.52496,57.212807,2.28892
"LCP1",1110.32472,1647.20163,1175.815971,1451.55734,1246.009594,1087.777463,982.94387,892.585105,805.53481,983.256275,1038.233841,968.25249,1252.379646
"LCP2",200.944203,190.562824,223.56214,224.082805,195.763662,231.646684,216.926431,160.418393,150.17527,180.130704,158.593009,178.042172,258.87601
"LDB1",8.663474,3.438752,5.40647,10.984282,9.187747,8.33814,8.81463,9.41304,6.37356,9.51966,12.025289,4.922115,4.08728
"LDLR",31.540193,23.844075,19.741759,15.0019827,18.74734801,19.000845,12.77802365,15.651564,12.1544772,9.677737,14.331088,31.264153,24.593128
"LEAP2",2.336353,4.11278,2.38821,0.801804,2.39841,0.706352,3.71061,2.83837,3.735606,5.369016,5.11439,0.7133323,2.326511
"LEF1",129.984506,76.65437101,145.7033699,146.225732,191.9522894,154.661881,148.892255,127.8503613,230.571259,181.7248581,261.024398,100.448222,202.73326
"LEO1",21.684963,17.97782,21.024334,23.40831,18.82896,20.574195,22.693157,27.96988,19.092407,20.0096,24.29589,12.61212,18.13934
"LEP",0.207073,0.0553235,0.082968,0.039718,0.112306,0.0727738,0.102741,0.181267,0.0503986,0.0510501,0.103448,0.0780398,0.0375217
"LEPR",2.939236,4.682818,2.928387173,6.552881701,2.482890008,3.504906,3.07891,6.373907,5.688434,1.969485,4.7941369,2.6248039,4.797922
"LFNG",6.9752822,2.76724929,7.395349,4.402333,7.771895,4.479905,8.31653,8.371653,14.193559,12.255689,13.295124,7.303516,3.10702592
"LGALS1",91.152902,142.353982,189.287835,83.4473,93.22331,65.530755,78.10863,81.002372,114.75757,114.97103,61.876264,103.19388,57.380309
"LGALS2",15.639,84.0807,65.014,36.2882,18.8873,9.50133,29.6366,50.0762,70.3038,69.8925,21.7247,42.3726,31.83
"LGALS3",204.3634,217.07988,157.9764,121.9363,144.502909,176.2568,120.1517608,130.10386,155.01808,195.3206739,120.422856,216.841125,171.33943
"LGALS4",0.385411,4.011298,2.062338,4.029443,3.283554,1.7552013,1.409774,2.978911,1.9275269,1.771611,1.418185,0.7933476,3.193175
"LGALS7B",0,0.284363,0,0,0,0.245716,0,0.29387,0,0,0,0,0.387704
"LGALS9",256.175829,326.729486,199.284832,211.2029884,252.0443,230.568254,325.385988,162.804315,159.376031,254.24662,227.013718,269.30652,183.618827
"LGALS9B",7.010406,0.661359,5.942038976,2.2025208,5.758398,15.999367,2.102342,5.548762,6.073701,13.9885758,7.790394,1.307326,8.317442
"LGALS9C",11.369373,5.953941,15.544287,0.313242469,1.455817452,27.5851,8.005275,0.852179,6.946369,6.24274,9.038904,0.4962802,8.792825
"LGMN",15.868926,21.371064,21.81687317,24.21279739,18.96296,30.292563,20.68435838,17.88463,9.72742262,11.276493,11.558444,18.4722,17.911246
"LGR4",0.379855,0.035338537,0.745975533,0.493136726,0.333597874,0.158451,0.345181897,0,0.176275094,0,0.300240314,0.218547812,0.071022823
"LIF",0.168684,0,0.480989,0.714253,0,0.608311,0.173397,0.2460102,0,0.887941,0.117504,0,0
"LIG4",6.208124441,8.97263,6.93722,4.008773497,5.97455,4.233188041,4.24786,5.133310019,6.87024792,8.777328,7.7473402,3.350932,5.082807263
"LILRA1",152.7151,216.36188,108.34107,169.45359,127.58173,144.978623,153.87415,117.140701,132.3481,155.0854,181.25558,234.19446,174.65445
"LILRA2",178.90267,260.21734,215.73945,237.22828,156.2396,180.4859,186.179541,187.73008,168.15438,224.73681,210.53695,245.94145,171.16933
"LILRA4",15.23337,23.17157,27.42731,36.7385,23.15983,27.59311,35.03589,3.944627,33.3867,22.0895,9.37098,30.18783,21.1235
"LILRA5",191.5415002,189.663567,90.89289,130.88899,113.7083373,179.2968302,132.97202,171.07859,139.31983,164.33182,161.19277,229.99015,39.58326
"LILRA6",65.279079,109.006192,86.7476,132.75983,68.35764,105.121043,71.959447,70.913333,81.3257,117.072043,52.41918,114.231651,112.0657
"LILRB1",122.268559,144.3246975,90.23437,113.07188,72.16888,63.697502,96.56468,117.266803,101.66162,147.773375,121.9988385,142.94375,88.271921
"LILRB2",210.58084,298.19003,168.16129,172.928274,223.37659,199.187196,205.58488,230.95263,200.361153,208.801037,313.70845,237.07156,422.948836
"LILRB3",154.13695,153.09787,134.58842,155.43678,155.71039,124.80155,139.60567,133.39231,164.33995,148.56052,276.01309,182.80712,119.840992
"LILRB4",39.66596,85.09562,38.40742,58.849099,46.615106,57.531768,54.832704,41.861756,54.165688,46.66134,51.28215,71.16317,40.342912
"LILRB5",0.58125,0.738828,0.970971,1.200933,0.549463,0.8842825,0.740468,1.178296,0.931868,1.713217,0.8446615,0.5645945,1.58354
"LIME1",109.197688,67.55766,102.205005,101.491719,134.1232601,73.18778,86.795026,120.546718,164.02893,114.778147,113.28972,95.371958,97.38607
"LIMK1",13.105897,23.939402,15.101444,20.47871,15.66707,16.036864,23.819314,24.074752,18.266491,24.53042,19.786655,18.401141,14.272626
"LIPA",96.13136,196.7757,212.4084,178.7269,109.9794,101.8034,92.13884,156.8775,98.87676,165.6555,98.99514,93.87768,81.33082
"LITAF",593.2776,427.8956,557.6425,665.8738,431.3828,580.5064,414.3702,411.9752,462.4993,358.2985,450.8993,395.0564,567.4693
"LMBR1L",93.15736,125.3158,112.3922,124.3936,97.81782,89.8049,98.48301,120.1254,110.2127,94.19042,118.0018,100.1972,164.9618
"LMO4",28.2813,24.71029,27.50727,29.65968,25.32572,43.9893,33.54044,25.30694,22.74116,27.30666,25.1886,19.63045,25.96271
"LNPEP",35.10371,23.4828,21.13922,29.94471,21.33697,39.29095,38.17953,46.98278,32.44741,26.89961,43.56989,33.95014,40.90377
"LOX",0.0739796,0,0.298886,0,0,0.4939573,0,0.0921272,0.472517,0.016678,0.635721,1.081016,0.483952
"LOXL3",11.55088,15.19398,2.90149,3.709605,5.90582,7.124186,9.408913,8.2199,19.64536,12.90028,11.06196,14.0162,12.49694
"LPXN",177.0709,184.6308,166.2824,167.1431,150.8188,185.6569,164.0772,188.4789,190.0659,170.1012,174.7854,123.178,130.3059
"LRCH1",3.797553,1.889475,4.934075,4.355125,4.29193,6.370245,4.531223,5.578744,6.858954,4.229395,4.74814,8.388633,3.434713
"LRP1",27.40363,34.85184,40.20119,42.45806,28.14323,31.2313,26.46886,24.89804,38.86684,36.1673,19.67134,31.77918,29.42068
"LRP5",0.3783,0.1430932,0.7502128,0.387779,0.7431536,1.571439,1.967174,0.3758153,0,0.676741,0.735807,0.531698,0.770367
"LRP5L",5.10747,3.688656,6.325948,8.462773,7.215191,6.15668,6.955654,11.78972,3.768803,12.46859,8.632552,8.787587,5.778804
"LRP8",2.603595,1.018555,2.728151,3.703593,1.132359,2.083269,0.930621,2.38585,1.448485,2.365946,3.021215,1.762653,1.430411
"LRRC14",10.67665,5.912568,20.88539,9.21933,13.66361,14.46265,13.29169,14.42979,18.44363,17.93326,18.16988,12.5168,15.2259
"LRRC17",0,0,0,0.6011086,0,0,0,0.155279,0,1.700229,0.381255,0.717201,1.02671
"LRRC19",0.440562,0.2208,1.856903,0.169679,0.118033,0.459362,0.0840962,0.458714,0.0572875,3.508204,0.31507,0.276127,0.146402
"LRRC32",0.576945,1.537529,0.617685,0.1439303,0.286541,0.886101,0.470621,0.561188,0.32801,0.236536,0.609522,1.222213,1.64896
"LRRC8A",5.022609,3.555157,12.22401,7.65848,8.15303,6.91916,5.670001,4.36125,5.489366,6.296483,5.901995,7.625227,5.29841
"LRRK1",6.895562,5.42051,8.117846,7.730648,4.688243,6.135565,7.111454,7.160475,5.486162,6.436263,6.497599,5.740107,5.353835
"LRRK2",18.65039,22.69232,27.93828,31.30736,19.0693,24.22791,22.17451,22.06556,18.28746,27.45802,29.08011,19.70702,28.71692
"LSM14A",104.4116,111.5239,119.4961,124.1853,114.93,94.50017,93.80436,94.64698,86.01167,91.70467,111.4653,80.79611,118.5969
"LST1",116.2325,157.7418,176.52,116.7581,91.89278,93.64304,103.1884,130.2342,102.6095,170.2374,124.5424,162.9649,96.92785
"LTA",6.472056,12.27701,10.17324,10.11971,11.4382,9.05336,4.5639,6.213561,8.19293,7.45966,8.151598,6.360268,6.464746
"LTB",76.12953,80.90497,163.9385,88.99942,158.6738,59.79905,87.1297,235.8929,254.8541,196.3242,167.9723,58.29668,268.6354
"LTB4R",20.06876,27.82807,25.54275,44.79347,36.11029,19.81862,31.39969,29.43986,26.36668,43.7404,33.92652,31.1278,33.6683
"LTBR",60.10775,81.11897,69.27665,61.77716,51.9955,55.2884,80.86433,62.70752,72.472,86.82951,59.1071,77.29177,50.3657
"LTF",37.89112,83.05027,85.92136,64.40891,9.39649,21.91559,348.2451,95.15061,6.49971,3.846221,25.31957,172.4052,2.649571
"LY75",23.40408,20.72933,15.07692,21.4975,23.58619,21.64845,18.58619,25.86842,14.64761,15.07497,22.11699,18.44194,19.30886
"LY86",65.9432,96.1833,77.4649,59.8094,64.5032,104.0861,93.7689,109.5199,69.7086,118.618,41.1055,84.6388,96.2301
"LY9",102.2884,68.17131,69.80667,110.4438,133.5743,160.0158,91.39,83.50941,79.97158,91.21468,72.85105,63.53922,156.7451
"LY96",17.42191,20.50511,21.31179,19.28302,17.405,15.55298,13.69245,13.53716,14.27779,21.5308,16.4083,15.2792,9.33214
"LYAR",47.01783,35.04268,52.81819,71.42504,42.26102,38.75744,37.11753,46.76336,40.02206,38.6908,32.74076,25.88136,31.82617
"LYL1",2.030098,1.72201,3.395782,1.566435,2.365447,0.86057,3.753008,4.97902,6.791492,3.881309,4.498554,3.712777,2.52578
"LYN",26.49859,56.20196,65.26575,49.3581,28.41874,48.19002,32.16969,55.15047,77.53729,101.2012,65.34519,53.26237,54.31747
"LYST",56.46439,77.85961,56.88615,64.01076,66.72488,65.59179,59.15973,76.35637,50.22212,69.69896,67.76351,77.08587,75.97147
"LYVE1",0.201355,0,0.190512,0,0.17077,0,0.101444,0.760927,0,0,0.541542,0,0.366999
"LYZ",6715.076,9274.398,6191.463,4554.362,10501.25,6149.779,6394.641,8778.397,5769.938,4292.622,6112.829,3720.062,5166.898
"MAD1L1",102.327,48.24984,51.50541,76.10361,82.01,117.0819,64.88027,68.13637,81.69317,60.68103,52.21337,63.16827,73.52349
"MAD2L2",49.36902,36.41933,38.6265,40.55581,42.66278,47.42273,38.54912,38.80281,37.26948,55.74416,34.76756,43.54331,43.58996
"MADCAM1",0.060323,0.233154,0.171845,0.406924,0.116007,0,0.324602,0.120137,0,0.543411,0,0.0554878,1.472612
"MAEA",68.13534,41.17399,58.27455,55.65861,60.74294,37.93753,52.30567,62.58282,47.28767,58.87249,59.968,50.90868,49.04184
"MAF",6.280872,5.106249,9.581064,4.810034,6.71432,3.626401,5.006786,6.130631,6.710246,4.131573,5.068486,4.071942,3.052067
"MAFB",15.6095,43.0274,35.5709,34.9027,15.6899,42.1742,26.2004,21.9334,21.1381,26.5273,28.3409,46.8151,23.5271
"MALT1",9.371894,8.53281,11.85441,13.34075,11.44983,21.43965,12.89914,15.72959,15.02298,12.93384,21.27152,22.38344,14.08065
"MAP2K1",17.31729,18.85058,36.5023,27.44555,20.44943,18.17123,18.36034,18.90166,27.70287,30.92429,14.45239,21.61527,17.98416
"MAP2K2",34.96871,34.23576,38.4687,35.56958,46.19176,26.2062,35.07752,34.0341,39.41421,43.92424,20.81245,40.27257,33.80198
"MAP2K4",12.74445,11.87487,15.20401,17.78651,17.05209,13.79892,8.337198,12.03234,13.11394,16.44638,12.7406,14.7678,8.427061
"MAP2K6",20.41883,27.17651,28.08877,35.71135,28.18922,30.35581,23.36677,18.47872,24.1312,27.83616,14.64174,19.75112,32.03166
"MAP2K7",3.221977,3.7859,5.26984,3.906402,3.608662,4.43041,3.540331,4.265782,2.323201,3.396828,3.344468,5.466652,6.486244
"MAP3K1",40.1081,43.0239,57.3815,47.1425,47.5643,38.8899,32.3111,26.12113,31.44634,30.85059,25.86987,38.1617,36.8167
"MAP3K14",23.54704,15.61701,20.98623,18.11849,19.29266,19.69249,14.84504,20.24455,17.10816,15.27002,13.25928,19.47864,20.07892
"MAP3K5",4.753,6.54209,13.81037,8.03515,5.292,12.51666,9.20338,7.04854,7.78261,8.922863,5.17326,6.553167,5.47833
"MAP3K7",21.42239,23.77424,23.17476,22.93551,25.30364,20.95272,22.23307,24.19336,19.14471,22.87751,29.18712,14.69613,19.853
"MAP3K8",91.68344,64.23262,70.01845,59.25263,61.79323,131.8752,49.67555,64.36673,28.49327,41.51289,41.52155,80.11971,138.6826
"MAP4K2",14.98683,24.76204,23.94729,22.73102,23.77935,19.4491,17.88111,22.11886,25.84741,34.54937,27.51735,18.74584,27.04673
"MAPK1",15.21018,12.52697,32.9758,27.77933,13.26977,19.64675,22.1631,45.02207,36.944,43.51449,47.41991,20.59907,20.8027
"MAPK10",0.923896,0.38219,0.0962885,1.331479,0.231659,1.556196,0.8852249,1.591042,0.794615,0.538271,1.349539,0.5960501,0.3543389
"MAPK14",28.25091,25.14258,40.35641,21.00758,31.86351,24.82239,29.3051,53.5159,47.72331,44.19094,41.68239,35.1615,31.29752
"MAPK3",11.07742,14.17074,16.79071,12.37497,15.15067,9.15294,7.433567,5.523757,7.837563,14.75759,7.602779,14.01583,16.28093
"MAPK8",20.6545,13.22869,9.772925,17.63444,25.07167,23.28717,14.11683,17.78999,16.98419,18.39098,15.42225,25.41357,16.35495
"MAPK8IP1",0.0684087,0.0330954,0.390213,0,0,0,0.0861519,0,0.280225,0.115199,0.0389614,0.0515013,0.431308
"MAPK9",4.268398,5.729693,8.3445,4.987518,4.890593,5.615237,3.712691,6.534856,5.377764,8.029257,7.072398,4.074556,3.934233
"MAPKAPK2",1.952238,2.61597,2.639428,3.921155,3.589152,2.379709,1.48252,1.239566,2.516952,2.364058,3.326049,5.162807,4.685762
"MAPKAPK3",110.5551,164.9884,122.9852,183.1868,125.8481,86.57065,108.5805,152.9884,132.0079,134.1687,176.7309,158.9147,144.0515
"MAPT",0.226836,0.385278,0.892049,0.4910838,0.31771,0.1884341,0.523073,0.403534,0.2345313,0.2767862,0.1568544,0.2587736,0.9239615
"MARCHF1",93.21904,110.048,83.78378,99.42457,102.8655,87.61277,126.0571,190.0202,83.70947,151.8027,119.5735,74.13119,84.36992
"MARCHF2",41.53492,45.22893,34.10275,25.14636,21.25766,25.23822,20.42376,34.31991,47.5622,20.89419,32.33105,39.33581,15.10523
"MARCHF7",139.4489,108.792,113.7642,115.9652,98.74432,92.41845,97.71605,120.9751,87.28925,106.321,123.597,70.13865,99.36121
"MARCHF8",25.1785,36.07409,24.07868,26.79586,11.55675,17.6147,26.89065,24.74466,37.19283,11.58809,23.90506,21.24123,13.30906
"MARCO",10.38861,29.38125,6.422393,2.26717,8.989864,6.84414,17.15541,1.673197,10.6085,25.24556,2.032306,14.19812,17.48196
"MASP1",0.0846851,0.125007,0.2501851,0.138376,0.204614,0.119671,0.17211,0.5822397,0.0697987,0.071261,0.235609,0.0726155,0.165587
"MASP2",0.37823,0.2470655,1.89975,1.044535,1.09896,1.307142,0.9206309,2.758653,2.80427,0.8159239,1.65248,1.16563,0.665626
"MATR3",134.0012,119.6958,104.8035,139.6516,120.6463,148.5397,116.9617,116.5425,95.68759,95.03867,121.6663,123.7582,158.6393
"MAVS",10.4336,11.61825,8.588953,11.27262,11.83637,9.868613,9.741366,12.96698,10.48844,12.1675,9.912485,10.74925,10.65888
"MBP",42.66067,44.37416,88.48604,67.34569,37.94623,45.43371,45.29749,83.25964,87.51988,70.13988,79.73479,42.15737,75.14045
"MCM3AP",34.21551,19.41785,39.25023,29.58947,35.5641,29.95935,54.51939,48.74496,51.0282,40.75815,32.06938,26.33359,33.46844
"MCOLN1",32.76626,66.06734,39.74773,49.57309,41.75201,44.83207,31.12917,34.3627,38.24672,29.52183,32.47188,49.86666,46.05415
"MCOLN2",9.385265,10.65516,5.196973,5.99953,10.06238,4.862587,12.50858,8.686682,10.27154,5.413207,4.979767,6.572184,5.6931
"MCU",31.82067,39.16323,22.935,22.41434,28.85923,15.13636,16.86664,30.9281,21.31177,25.44852,34.23857,28.09524,35.24332
"MDK",1.106003,0.939859,0.679132,0.723958,0.434225,0.3771144,1.573263,1.104938,1.399842,1.992281,0.545491,1.345051,1.657283
"MEAF6",105.3029,86.46573,98.21913,130.0219,116.6588,111.5207,68.60167,78.90578,79.0371,92.91596,82.22384,68.18482,82.61068
"MECOM",1.11668,0.659934,0.829405,1.027136,1.147003,0.2803099,2.658505,2.040976,0.20428,2.221035,0.2026885,0.5651097,0.2822824
"MED1",13.61091,14.79022,12.73801,13.79746,14.47554,15.95929,18.88987,18.73547,15.63424,19.34878,28.74583,13.951,20.6129
"MEF2C",75.97337,115.8916,112.6522,129.4214,100.8884,122.6374,87.00977,144.818,75.30224,83.37364,90.29955,102.2166,142.5054
"MEFV",9.761288,14.83477,16.01778,12.89657,12.69215,9.448717,15.5978,7.050263,11.39222,16.29771,6.746814,7.743953,6.639027
"MEIS1",12.93248,9.930637,25.70714,10.66888,16.01604,14.4784,5.958881,18.24498,20.65907,10.67023,13.90351,13.19059,8.013208
"MEIS2",0.5315299,0.100503,0.275488,0.573287,0.435348,1.770832,0.369996,2.439049,0,0.0604205,0.160012,0,0.339446
"MELK",2.805825,2.831523,2.26602,0.86281,3.233159,3.476899,1.677563,1.849988,1.211136,1.06764,4.140463,0.9450329,0.6659988
"MEOX1",2.029319,0.188509,1.510043,0.0914359,0.732277,0.5199521,1.107192,2.461963,1.975571,1.620977,3.51011,0.392749,0.307774
"MERTK",2.991624,3.803813,2.777174,6.09592,1.439481,4.06074,3.399677,3.471438,2.618469,5.061774,4.789307,5.929794,3.467841
"METTL14",26.523,34.32205,28.72549,40.8275,49.10561,39.05783,22.98888,27.87027,28.88851,31.22349,44.90965,27.98557,20.73545
"METTL3",68.36263,46.36574,96.32085,68.83199,81.98871,68.77306,75.45525,82.36673,99.07955,92.45976,95.67183,49.7532,67.00462
"MFAP4",0.3878815,0.6045086,0.4593901,0,0.6394407,0.92712,0.6884704,0.3772777,0.824761,0,0.2993603,3.799364,1.615574
"MFAP5",1.41353,3.190325,1.437857,2.117636,0.515433,2.417272,0.0436223,3.31651,1.0244,1.530559,0,0.172073,6.194627
"MFHAS1",2.057834,2.12862,4.82101,3.560734,3.152244,2.725492,2.03306,1.68404,3.695558,3.679575,1.614383,1.74353,1.35957
"MFNG",183.0413,188.2492,251.7215,249.0102,213.952,212.4804,182.538,179.004,174.049,169.0956,199.1861,165.1442,193.2918
"MFSD6",9.042637,4.438419,8.193346,10.26392,6.5935,12.42423,6.778967,10.37371,13.41558,11.43016,13.31234,9.728653,11.65397
"MIA3",125.6565,124.8744,143.3384,124.5872,144.621,139.4475,101.6858,135.4798,102.6585,123.7712,93.12695,86.45592,150.8669
"MICA",11.25926,10.03739,9.684977,9.84988,4.08384,10.10791,13.5046,9.3576,13.61702,8.587369,15.30175,7.84701,3.036454
"MICB",20.90217,12.1543,14.28048,18.4791,8.016267,13.51456,31.85509,26.33751,17.73697,30.13278,24.37601,18.26608,12.48524
"MICOS10-NBL1",0,7.77e-07,0.307703,0.00430006,0,0.10956,0,0,0,0,3.95e-07,0,0
"MID2",2.694512,1.216139,4.836363,3.087239,1.310981,1.641338,1.256654,1.693493,3.427498,0.803344,2.252911,1.681039,2.333014
"MIF",42.1093,39.78933,80.1997,32.1079,57.75415,31.54582,47.271,38.3104,69.1553,42.12336,47.4771,34.37746,30.67417
"MILR1",25.94634,53.19765,24.76913,30.96973,28.90492,42.37912,37.63309,33.49409,21.00553,35.8408,27.06716,28.03735,25.4449
"MIR128-1",4.52545,0,0,0,0,0,0,4.38958,0,7.71157,0,3.97735,0
"MIR142",0,0,0,0,0,0,0,0,0,0,0,0.656716,0
"MIR17HG",6.21561,1.761121,7.23419,6.425447,6.02352,2.352412,2.327988,0.686315,0.859445,0.6869758,1.518917,2.090204,2.355406
"MIR181B1",0,0,0,0,0,5.16441,0,0,0,0,0,0,0
"MIR185",0,0,0,0,0,0,0,0,3.86482,0,0,0,0
"MIR221",6.19032,0,0,2.94871,0,10.3288,0,0,0,0,0,10.9365,0
"MIR223",0,0,0,0,0,12.2831,0,0,0,0,0,31.0923,0
"MIR24-1",0,0,5.02956,0,0,0,0,0,0,0,0,0,0
"MIR27A",0,22.5382,0,13.3187,4.58092,0,4.14945,4.69216,0,0,0,0,0
"MIR708",0,0,0,0,0,0,0,0,0,0,4.70612,0,0
"MITF",5.887835,8.381729,12.2904,10.99469,11.48159,11.93497,8.196152,10.95662,5.737044,6.821831,6.190983,5.72143,7.868981
"MIXL1",0.503938,0.945671,0.12804,0.369078,1.147,0.422793,0.560819,1.11184,0.258021,1.17552,0.680131,0.269848,0.535675
